State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Washington,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,44016,23.4,
Washington,2020,202006,Mental health disorder,Outpatient,172623,91.7,
Washington,2020,202006,Substance use disorder,Outpatient,2671,1.4,
Washington,2020,202006,Mental health disorder,Telehealth,62320,33.1,
Washington,2020,202006,Substance use disorder,Telehealth,25477,13.5,
Washington,2020,202007,Mental health disorder,Emergency department,7841,4.1,
Washington,2020,202007,Substance use disorder,Emergency department,15503,8.1,
Washington,2020,202007,Mental health disorder,Inpatient,3032,1.6,
Washington,2020,202007,Substance use disorder,Inpatient,4793,2.5,
Washington,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,4337,2.3,
Washington,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,43168,22.7,
Washington,2020,202007,Mental health disorder,Outpatient,174490,91.6,
Washington,2020,202007,Substance use disorder,Outpatient,3010,1.6,
Washington,2020,202007,Mental health disorder,Telehealth,59411,31.2,
Washington,2020,202007,Substance use disorder,Telehealth,24554,12.9,
Washington,2020,202008,Mental health disorder,Emergency department,7714,4.0,
Washington,2020,202008,Substance use disorder,Emergency department,15068,7.8,
Washington,2020,202008,Mental health disorder,Inpatient,2919,1.5,
Washington,2020,202008,Substance use disorder,Inpatient,4593,2.4,
Washington,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,4220,2.2,
Washington,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,42049,21.8,
Washington,2020,202008,Mental health disorder,Outpatient,164807,85.5,
Washington,2020,202008,Substance use disorder,Outpatient,2840,1.5,
Washington,2020,202008,Mental health disorder,Telehealth,55480,28.8,
Washington,2020,202008,Substance use disorder,Telehealth,22813,11.8,
Washington,2020,202009,Mental health disorder,Emergency department,7697,4.0,
Washington,2020,202009,Substance use disorder,Emergency department,14471,7.4,
Washington,2020,202009,Mental health disorder,Inpatient,3000,1.5,
Washington,2020,202009,Substance use disorder,Inpatient,4752,2.4,
Washington,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,4835,2.5,
Washington,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,42277,21.7,
Washington,2020,202009,Mental health disorder,Outpatient,172060,88.5,
Washington,2020,202009,Substance use disorder,Outpatient,2839,1.5,
Washington,2020,202009,Mental health disorder,Telehealth,59088,30.4,
Washington,2020,202009,Substance use disorder,Telehealth,22993,11.8,
Washington,2020,202010,Mental health disorder,Emergency department,7581,3.9,
Washington,2020,202010,Substance use disorder,Emergency department,14318,7.3,
Washington,2020,202010,Mental health disorder,Inpatient,3174,1.6,
Washington,2020,202010,Substance use disorder,Inpatient,4855,2.5,
Washington,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,4558,2.3,
Washington,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,45388,23.1,
Washington,2020,202010,Mental health disorder,Outpatient,182626,93.1,
Washington,2020,202010,Substance use disorder,Outpatient,2887,1.5,
Washington,2020,202010,Mental health disorder,Telehealth,62401,31.8,
Washington,2020,202010,Substance use disorder,Telehealth,23563,12.0,
Washington,2020,202011,Mental health disorder,Emergency department,7141,3.6,
Washington,2020,202011,Substance use disorder,Emergency department,13356,6.7,
Washington,2020,202011,Mental health disorder,Inpatient,2835,1.4,
Washington,2020,202011,Substance use disorder,Inpatient,4176,2.1,
Washington,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,3918,2.0,
Washington,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,42778,21.6,
Washington,2020,202011,Mental health disorder,Outpatient,158992,80.3,
Washington,2020,202011,Substance use disorder,Outpatient,2597,1.3,
Washington,2020,202011,Mental health disorder,Telehealth,57218,28.9,
Washington,2020,202011,Substance use disorder,Telehealth,21051,10.6,
Washington,2020,202012,Mental health disorder,Emergency department,7256,3.6,
Washington,2020,202012,Substance use disorder,Emergency department,13196,6.6,
Washington,2020,202012,Mental health disorder,Inpatient,2604,1.3,
Washington,2020,202012,Substance use disorder,Inpatient,3902,1.9,
Washington,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,3814,1.9,
Washington,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,44080,22.0,
Washington,2020,202012,Mental health disorder,Outpatient,165833,82.8,
Washington,2020,202012,Substance use disorder,Outpatient,2598,1.3,
Washington,2020,202012,Mental health disorder,Telehealth,64559,32.2,
Washington,2020,202012,Substance use disorder,Telehealth,24449,12.2,
West Virginia,2018,201801,Mental health disorder,Emergency department,2087,3.6,
West Virginia,2018,201801,Substance use disorder,Emergency department,2553,4.4,
West Virginia,2018,201801,Mental health disorder,Inpatient,2022,3.5,
West Virginia,2018,201801,Substance use disorder,Inpatient,2772,4.8,
West Virginia,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,54,0.1,
West Virginia,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,29586,51.5,
West Virginia,2018,201801,Mental health disorder,Outpatient,55538,96.6,
West Virginia,2018,201801,Substance use disorder,Outpatient,3436,6.0,
West Virginia,2018,201801,Mental health disorder,Telehealth,38,0.1,
West Virginia,2018,201801,Substance use disorder,Telehealth,526,0.9,
West Virginia,2018,201802,Mental health disorder,Emergency department,1677,2.9,
West Virginia,2018,201802,Substance use disorder,Emergency department,1917,3.3,
West Virginia,2018,201802,Mental health disorder,Inpatient,1656,2.9,
West Virginia,2018,201802,Substance use disorder,Inpatient,2270,4.0,
West Virginia,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,49,0.1,
West Virginia,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,26093,45.5,
West Virginia,2018,201802,Mental health disorder,Outpatient,53820,93.8,
West Virginia,2018,201802,Substance use disorder,Outpatient,3233,5.6,
West Virginia,2018,201802,Mental health disorder,Telehealth,54,0.1,
West Virginia,2018,201802,Substance use disorder,Telehealth,467,0.8,
West Virginia,2018,201803,Mental health disorder,Emergency department,2083,3.6,
West Virginia,2018,201803,Substance use disorder,Emergency department,2574,4.5,
West Virginia,2018,201803,Mental health disorder,Inpatient,1991,3.5,
West Virginia,2018,201803,Substance use disorder,Inpatient,2539,4.4,
West Virginia,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,33,0.1,
West Virginia,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,30910,54.0,
West Virginia,2018,201803,Mental health disorder,Outpatient,63008,110.1,
West Virginia,2018,201803,Substance use disorder,Outpatient,3989,7.0,
West Virginia,2018,201803,Mental health disorder,Telehealth,101,0.2,
West Virginia,2018,201803,Substance use disorder,Telehealth,716,1.3,
West Virginia,2018,201804,Mental health disorder,Emergency department,2283,4.0,
West Virginia,2018,201804,Substance use disorder,Emergency department,2718,4.8,
West Virginia,2018,201804,Mental health disorder,Inpatient,2001,3.5,
West Virginia,2018,201804,Substance use disorder,Inpatient,2647,4.6,
West Virginia,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,42,0.1,
West Virginia,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,37134,65.0,
West Virginia,2018,201804,Mental health disorder,Outpatient,82978,145.3,
West Virginia,2018,201804,Substance use disorder,Outpatient,6723,11.8,
West Virginia,2018,201804,Mental health disorder,Telehealth,99,0.2,
West Virginia,2018,201804,Substance use disorder,Telehealth,601,1.1,
West Virginia,2018,201805,Mental health disorder,Emergency department,2319,4.1,
West Virginia,2018,201805,Substance use disorder,Emergency department,2954,5.2,
West Virginia,2018,201805,Mental health disorder,Inpatient,2042,3.6,
West Virginia,2018,201805,Substance use disorder,Inpatient,2689,4.7,
West Virginia,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,37,0.1,
West Virginia,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,44555,78.1,
West Virginia,2018,201805,Mental health disorder,Outpatient,91069,159.7,
West Virginia,2018,201805,Substance use disorder,Outpatient,9431,16.5,
West Virginia,2018,201805,Mental health disorder,Telehealth,112,0.2,
West Virginia,2018,201805,Substance use disorder,Telehealth,712,1.2,
West Virginia,2018,201806,Mental health disorder,Emergency department,2181,3.8,
West Virginia,2018,201806,Substance use disorder,Emergency department,2723,4.8,
West Virginia,2018,201806,Mental health disorder,Inpatient,1887,3.3,
West Virginia,2018,201806,Substance use disorder,Inpatient,2542,4.5,
West Virginia,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,29,0.1,
West Virginia,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,39985,70.3,
West Virginia,2018,201806,Mental health disorder,Outpatient,80988,142.5,
West Virginia,2018,201806,Substance use disorder,Outpatient,8665,15.2,
West Virginia,2018,201806,Mental health disorder,Telehealth,91,0.2,
West Virginia,2018,201806,Substance use disorder,Telehealth,595,1.0,
West Virginia,2018,201807,Mental health disorder,Emergency department,2152,3.8,
West Virginia,2018,201807,Substance use disorder,Emergency department,2662,4.7,
West Virginia,2018,201807,Mental health disorder,Inpatient,1849,3.3,
West Virginia,2018,201807,Substance use disorder,Inpatient,2457,4.3,
West Virginia,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,24,0.0,
West Virginia,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,33656,59.2,
West Virginia,2018,201807,Mental health disorder,Outpatient,75860,133.4,
West Virginia,2018,201807,Substance use disorder,Outpatient,7279,12.8,
West Virginia,2018,201807,Mental health disorder,Telehealth,75,0.1,
West Virginia,2018,201807,Substance use disorder,Telehealth,577,1.0,
West Virginia,2018,201808,Mental health disorder,Emergency department,1987,3.5,
West Virginia,2018,201808,Substance use disorder,Emergency department,2333,4.1,
West Virginia,2018,201808,Mental health disorder,Inpatient,1775,3.1,
West Virginia,2018,201808,Substance use disorder,Inpatient,2472,4.3,
West Virginia,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,32,0.1,
West Virginia,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,36395,64.0,
West Virginia,2018,201808,Mental health disorder,Outpatient,80896,142.3,
West Virginia,2018,201808,Substance use disorder,Outpatient,8326,14.6,
West Virginia,2018,201808,Mental health disorder,Telehealth,147,0.3,
West Virginia,2018,201808,Substance use disorder,Telehealth,684,1.2,
West Virginia,2018,201809,Mental health disorder,Emergency department,2266,4.0,
West Virginia,2018,201809,Substance use disorder,Emergency department,2700,4.8,
West Virginia,2018,201809,Mental health disorder,Inpatient,1773,3.1,
West Virginia,2018,201809,Substance use disorder,Inpatient,2247,4.0,
West Virginia,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,48,0.1,
West Virginia,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,31741,56.1,
West Virginia,2018,201809,Mental health disorder,Outpatient,74013,130.9,
West Virginia,2018,201809,Substance use disorder,Outpatient,7387,13.1,
West Virginia,2018,201809,Mental health disorder,Telehealth,115,0.2,
West Virginia,2018,201809,Substance use disorder,Telehealth,713,1.3,
West Virginia,2018,201810,Mental health disorder,Emergency department,2188,3.9,
West Virginia,2018,201810,Substance use disorder,Emergency department,2783,4.9,
West Virginia,2018,201810,Mental health disorder,Inpatient,1802,3.2,
West Virginia,2018,201810,Substance use disorder,Inpatient,2379,4.2,
West Virginia,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,65,0.1,
West Virginia,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,42810,75.9,
West Virginia,2018,201810,Mental health disorder,Outpatient,87081,154.5,
West Virginia,2018,201810,Substance use disorder,Outpatient,9534,16.9,
West Virginia,2018,201810,Mental health disorder,Telehealth,151,0.3,
West Virginia,2018,201810,Substance use disorder,Telehealth,704,1.2,
West Virginia,2018,201811,Mental health disorder,Emergency department,1709,3.0,
West Virginia,2018,201811,Substance use disorder,Emergency department,2139,3.8,
West Virginia,2018,201811,Mental health disorder,Inpatient,1513,2.7,
West Virginia,2018,201811,Substance use disorder,Inpatient,1885,3.4,
West Virginia,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,45,0.1,
West Virginia,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,33068,59.0,
West Virginia,2018,201811,Mental health disorder,Outpatient,67711,120.7,
West Virginia,2018,201811,Substance use disorder,Outpatient,7457,13.3,
West Virginia,2018,201811,Mental health disorder,Telehealth,128,0.2,
West Virginia,2018,201811,Substance use disorder,Telehealth,582,1.0,
West Virginia,2018,201812,Mental health disorder,Emergency department,877,1.6,
West Virginia,2018,201812,Substance use disorder,Emergency department,941,1.7,
West Virginia,2018,201812,Mental health disorder,Inpatient,811,1.5,
West Virginia,2018,201812,Substance use disorder,Inpatient,943,1.7,
